==22211== NVPROF is profiling process 22211, command: ./mbnet
==22211== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==22211== Profiling application: ./mbnet
==22211== Profiling result:
==22211== Metric result:
Invocations                               Metric Name                                    Metric Description         Min         Max         Avg
Device "NVIDIA GeForce GTX 1050 (0)"
    Kernel: convolution_naive(float[256][256]*, float[5][5][1]*, float[252][252]*)
          1                             inst_per_warp                                 Instructions per warp  181.000000  181.000000  181.000000
          1                         branch_efficiency                                     Branch Efficiency     100.00%     100.00%     100.00%
          1                 warp_execution_efficiency                             Warp Execution Efficiency     100.00%     100.00%     100.00%
          1         warp_nonpred_execution_efficiency              Warp Non-Predicated Execution Efficiency     100.00%     100.00%     100.00%
          1                      inst_replay_overhead                           Instruction Replay Overhead    0.000293    0.000293    0.000293
          1      shared_load_transactions_per_request           Shared Memory Load Transactions Per Request    0.000000    0.000000    0.000000
          1     shared_store_transactions_per_request          Shared Memory Store Transactions Per Request    0.000000    0.000000    0.000000
          1       local_load_transactions_per_request            Local Memory Load Transactions Per Request    0.000000    0.000000    0.000000
          1      local_store_transactions_per_request           Local Memory Store Transactions Per Request    0.000000    0.000000    0.000000
          1              gld_transactions_per_request                  Global Load Transactions Per Request   19.333333   19.333333   19.333333
          1              gst_transactions_per_request                 Global Store Transactions Per Request   32.000000   32.000000   32.000000
          1                 shared_store_transactions                             Shared Store Transactions           0           0           0
          1                  shared_load_transactions                              Shared Load Transactions           0           0           0
          1                   local_load_transactions                               Local Load Transactions           0           0           0
          1                  local_store_transactions                              Local Store Transactions           0           0           0
          1                          gld_transactions                              Global Load Transactions    23020200    23020200    23020200
          1                          gst_transactions                             Global Store Transactions      762048      762048      762048
          1                  sysmem_read_transactions                       System Memory Read Transactions           0           0           0
          1                 sysmem_write_transactions                      System Memory Write Transactions           5           5           5
          1                      l2_read_transactions                                  L2 Read Transactions     9128892     9128892     9128892
          1                     l2_write_transactions                                 L2 Write Transactions      762061      762061      762061
          1                           global_hit_rate                     Global Hit Rate in unified l1/tex      60.34%      60.34%      60.34%
          1                            local_hit_rate                                        Local Hit Rate       0.00%       0.00%       0.00%
          1                  gld_requested_throughput                      Requested Global Load Throughput  14.997GB/s  14.997GB/s  14.997GB/s
          1                  gst_requested_throughput                     Requested Global Store Throughput  1.2519GB/s  1.2519GB/s  1.2519GB/s
          1                            gld_throughput                                Global Load Throughput  119.98GB/s  119.98GB/s  119.98GB/s
          1                            gst_throughput                               Global Store Throughput  10.015GB/s  10.015GB/s  10.015GB/s
          1                     local_memory_overhead                                 Local Memory Overhead       0.00%       0.00%       0.00%
          1                        tex_cache_hit_rate                                Unified Cache Hit Rate      58.41%      58.41%      58.41%
          1                      l2_tex_read_hit_rate                           L2 Hit Rate (Texture Reads)      99.93%      99.93%      99.93%
          1                     l2_tex_write_hit_rate                          L2 Hit Rate (Texture Writes)      44.33%      44.33%      44.33%
          1                      tex_cache_throughput                              Unified Cache Throughput  62.596GB/s  62.596GB/s  62.596GB/s
          1                    l2_tex_read_throughput                         L2 Throughput (Texture Reads)  119.98GB/s  119.98GB/s  119.98GB/s
          1                   l2_tex_write_throughput                        L2 Throughput (Texture Writes)  10.015GB/s  10.015GB/s  10.015GB/s
