==22268== NVPROF is profiling process 22268, command: ./mbnet
==22268== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==22268== Profiling application: ./mbnet
==22268== Profiling result:
==22268== Metric result:
Invocations                               Metric Name                                    Metric Description         Min         Max         Avg
Device "NVIDIA GeForce GTX 1050 (0)"
    Kernel: convolution_naive(float[64][64]*, float[5][5][1]*, float[60][60]*)
          1                             inst_per_warp                                 Instructions per warp  181.000000  181.000000  181.000000
          1                         branch_efficiency                                     Branch Efficiency     100.00%     100.00%     100.00%
          1                 warp_execution_efficiency                             Warp Execution Efficiency     100.00%     100.00%     100.00%
          1         warp_nonpred_execution_efficiency              Warp Non-Predicated Execution Efficiency     100.00%     100.00%     100.00%
          1                      inst_replay_overhead                           Instruction Replay Overhead    0.001318    0.001318    0.001318
          1      shared_load_transactions_per_request           Shared Memory Load Transactions Per Request    0.000000    0.000000    0.000000
          1     shared_store_transactions_per_request          Shared Memory Store Transactions Per Request    0.000000    0.000000    0.000000
          1       local_load_transactions_per_request            Local Memory Load Transactions Per Request    0.000000    0.000000    0.000000
          1      local_store_transactions_per_request           Local Memory Store Transactions Per Request    0.000000    0.000000    0.000000
          1              gld_transactions_per_request                  Global Load Transactions Per Request   19.333333   19.333333   19.333333
          1              gst_transactions_per_request                 Global Store Transactions Per Request   32.000000   32.000000   32.000000
          1                 shared_store_transactions                             Shared Store Transactions           0           0           0
          1                  shared_load_transactions                              Shared Load Transactions           0           0           0
          1                   local_load_transactions                               Local Load Transactions           0           0           0
          1                  local_store_transactions                              Local Store Transactions           0           0           0
          1                          gld_transactions                              Global Load Transactions     1305000     1305000     1305000
          1                          gst_transactions                             Global Store Transactions       43200       43200       43200
          1                  sysmem_read_transactions                       System Memory Read Transactions           0           0           0
          1                 sysmem_write_transactions                      System Memory Write Transactions           5           5           5
          1                      l2_read_transactions                                  L2 Read Transactions      517532      517532      517532
          1                     l2_write_transactions                                 L2 Write Transactions       43213       43213       43213
          1                           global_hit_rate                     Global Hit Rate in unified l1/tex      60.34%      60.34%      60.34%
          1                            local_hit_rate                                        Local Hit Rate       0.00%       0.00%       0.00%
          1                  gld_requested_throughput                      Requested Global Load Throughput  14.730GB/s  14.730GB/s  14.730GB/s
          1                  gst_requested_throughput                     Requested Global Store Throughput  1.2296GB/s  1.2296GB/s  1.2296GB/s
          1                            gld_throughput                                Global Load Throughput  117.84GB/s  117.84GB/s  117.84GB/s
          1                            gst_throughput                               Global Store Throughput  9.8371GB/s  9.8371GB/s  9.8371GB/s
          1                     local_memory_overhead                                 Local Memory Overhead       0.00%       0.00%       0.00%
          1                        tex_cache_hit_rate                                Unified Cache Hit Rate      58.41%      58.41%      58.41%
          1                      l2_tex_read_hit_rate                           L2 Hit Rate (Texture Reads)     100.00%     100.00%     100.00%
          1                     l2_tex_write_hit_rate                          L2 Hit Rate (Texture Writes)     100.00%     100.00%     100.00%
          1                      tex_cache_throughput                              Unified Cache Throughput  61.482GB/s  61.482GB/s  61.482GB/s
          1                    l2_tex_read_throughput                         L2 Throughput (Texture Reads)  117.84GB/s  117.84GB/s  117.84GB/s
          1                   l2_tex_write_throughput                        L2 Throughput (Texture Writes)  9.8371GB/s  9.8371GB/s  9.8371GB/s
          1                        l2_read_throughput                                 L2 Throughput (Reads)  117.85GB/s  117.85GB/s  117.85GB/s
          1                       l2_write_throughput                                L2 Throughput (Writes)  9.8401GB/s  9.8401GB/s  9.8401GB/s
          1                    sysmem_read_throughput                         System Memory Read Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                   sysmem_write_throughput                        System Memory Write Throughput  1.1659MB/s  1.1659MB/s  1.1659MB/s
          1                     local_load_throughput                          Local Memory Load Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                    local_store_throughput                         Local Memory Store Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                    shared_load_throughput                         Shared Memory Load Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                   shared_store_throughput                        Shared Memory Store Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                            gld_efficiency                         Global Memory Load Efficiency      12.50%      12.50%      12.50%
