==21977== NVPROF is profiling process 21977, command: ./mbnet
==21977== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==21977== Profiling application: ./mbnet
==21977== Profiling result:
==21977== Metric result:
Invocations                               Metric Name                                    Metric Description         Min         Max         Avg
Device "NVIDIA GeForce GTX 1050 (0)"
    Kernel: convolution_naive(float[32][32]*, float[5][5][1]*, float[28][28]*)
          1                             inst_per_warp                                 Instructions per warp  180.000000  180.000000  180.000000
          1                         branch_efficiency                                     Branch Efficiency     100.00%     100.00%     100.00%
          1                 warp_execution_efficiency                             Warp Execution Efficiency     100.00%     100.00%     100.00%
          1         warp_nonpred_execution_efficiency              Warp Non-Predicated Execution Efficiency     100.00%     100.00%     100.00%
          1                      inst_replay_overhead                           Instruction Replay Overhead    0.015953    0.015953    0.015953
          1      shared_load_transactions_per_request           Shared Memory Load Transactions Per Request    0.000000    0.000000    0.000000
          1     shared_store_transactions_per_request          Shared Memory Store Transactions Per Request    0.000000    0.000000    0.000000
          1       local_load_transactions_per_request            Local Memory Load Transactions Per Request    0.000000    0.000000    0.000000
          1      local_store_transactions_per_request           Local Memory Store Transactions Per Request    0.000000    0.000000    0.000000
          1              gld_transactions_per_request                  Global Load Transactions Per Request   17.334459   17.334459   17.334459
          1              gst_transactions_per_request                 Global Store Transactions Per Request   32.000000   32.000000   32.000000
          1                 shared_store_transactions                             Shared Store Transactions           0           0           0
          1                  shared_load_transactions                              Shared Load Transactions           0           0           0
          1                   local_load_transactions                               Local Load Transactions           0           0           0
          1                  local_store_transactions                              Local Store Transactions           0           0           0
          1                          gld_transactions                              Global Load Transactions      128275      128275      128275
          1                          gst_transactions                             Global Store Transactions        4736        4736        4736
          1                  sysmem_read_transactions                       System Memory Read Transactions           0           0           0
          1                 sysmem_write_transactions                      System Memory Write Transactions           5           5           5
          1                      l2_read_transactions                                  L2 Read Transactions       44432       44432       44432
          1                     l2_write_transactions                                 L2 Write Transactions        4749        4749        4749
          1                           global_hit_rate                     Global Hit Rate in unified l1/tex      65.39%      65.39%      65.39%
          1                            local_hit_rate                                        Local Hit Rate       0.00%       0.00%       0.00%
          1                  gld_requested_throughput                      Requested Global Load Throughput  9.5703GB/s  9.5703GB/s  9.5703GB/s
          1                  gst_requested_throughput                     Requested Global Store Throughput  1.0208GB/s  1.0208GB/s  1.0208GB/s
          1                            gld_throughput                                Global Load Throughput  76.562GB/s  76.562GB/s  76.562GB/s
          1                            gst_throughput                               Global Store Throughput  8.1666GB/s  8.1666GB/s  8.1666GB/s
          1                     local_memory_overhead                                 Local Memory Overhead       0.00%       0.00%       0.00%
          1                        tex_cache_hit_rate                                Unified Cache Hit Rate      63.06%      63.06%      63.06%
          1                      l2_tex_read_hit_rate                           L2 Hit Rate (Texture Reads)     100.00%     100.00%     100.00%
          1                     l2_tex_write_hit_rate                          L2 Hit Rate (Texture Writes)     100.00%     100.00%     100.00%
          1                      tex_cache_throughput                              Unified Cache Throughput  51.041GB/s  51.041GB/s  51.041GB/s
