==22406== NVPROF is profiling process 22406, command: ./mbnet
==22406== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==22406== Profiling application: ./mbnet
==22406== Profiling result:
==22406== Metric result:
Invocations                               Metric Name                                    Metric Description         Min         Max         Avg
Device "NVIDIA GeForce GTX 1050 (0)"
    Kernel: convolution_naive(float[64][64]*, float[5][5][3]*, float[60][60]*)
          1                             inst_per_warp                                 Instructions per warp  382.000000  382.000000  382.000000
          1                         branch_efficiency                                     Branch Efficiency     100.00%     100.00%     100.00%
          1                 warp_execution_efficiency                             Warp Execution Efficiency     100.00%     100.00%     100.00%
          1         warp_nonpred_execution_efficiency              Warp Non-Predicated Execution Efficiency      99.74%      99.74%      99.74%
          1                      inst_replay_overhead                           Instruction Replay Overhead    0.001065    0.001065    0.001065
          1      shared_load_transactions_per_request           Shared Memory Load Transactions Per Request    0.000000    0.000000    0.000000
          1     shared_store_transactions_per_request          Shared Memory Store Transactions Per Request    0.000000    0.000000    0.000000
          1       local_load_transactions_per_request            Local Memory Load Transactions Per Request    0.000000    0.000000    0.000000
          1      local_store_transactions_per_request           Local Memory Store Transactions Per Request    0.000000    0.000000    0.000000
          1              gld_transactions_per_request                  Global Load Transactions Per Request   18.000000   18.000000   18.000000
          1              gst_transactions_per_request                 Global Store Transactions Per Request   32.000000   32.000000   32.000000
          1                 shared_store_transactions                             Shared Store Transactions           0           0           0
          1                  shared_load_transactions                              Shared Load Transactions           0           0           0
          1                   local_load_transactions                               Local Load Transactions           0           0           0
          1                  local_store_transactions                              Local Store Transactions           0           0           0
          1                          gld_transactions                              Global Load Transactions     4860000     4860000     4860000
          1                          gst_transactions                             Global Store Transactions       57600       57600       57600
          1                  sysmem_read_transactions                       System Memory Read Transactions           0           0           0
          1                 sysmem_write_transactions                      System Memory Write Transactions           5           5           5
          1                      l2_read_transactions                                  L2 Read Transactions     2430032     2430032     2430032
          1                     l2_write_transactions                                 L2 Write Transactions       57613       57613       57613
          1                           global_hit_rate                     Global Hit Rate in unified l1/tex      50.00%      50.00%      50.00%
          1                            local_hit_rate                                        Local Hit Rate       0.00%       0.00%       0.00%
          1                  gld_requested_throughput                      Requested Global Load Throughput  18.216GB/s  18.216GB/s  18.216GB/s
          1                  gst_requested_throughput                     Requested Global Store Throughput  442.16MB/s  442.16MB/s  442.16MB/s
          1                            gld_throughput                                Global Load Throughput  145.73GB/s  145.73GB/s  145.73GB/s
