==22326== NVPROF is profiling process 22326, command: ./mbnet
==22326== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==22326== Profiling application: ./mbnet
==22326== Profiling result:
==22326== Metric result:
Invocations                               Metric Name                                    Metric Description         Min         Max         Avg
Device "NVIDIA GeForce GTX 1050 (0)"
    Kernel: convolution_naive(float[150][150]*, float[5][5][3]*, float[146][146]*)
          1                             inst_per_warp                                 Instructions per warp  394.000000  394.000000  394.000000
          1                         branch_efficiency                                     Branch Efficiency     100.00%     100.00%     100.00%
          1                 warp_execution_efficiency                             Warp Execution Efficiency     100.00%     100.00%     100.00%
          1         warp_nonpred_execution_efficiency              Warp Non-Predicated Execution Efficiency      99.75%      99.75%      99.75%
          1                      inst_replay_overhead                           Instruction Replay Overhead    0.000371    0.000371    0.000371
          1      shared_load_transactions_per_request           Shared Memory Load Transactions Per Request    0.000000    0.000000    0.000000
          1     shared_store_transactions_per_request          Shared Memory Store Transactions Per Request    0.000000    0.000000    0.000000
          1       local_load_transactions_per_request            Local Memory Load Transactions Per Request    0.000000    0.000000    0.000000
          1      local_store_transactions_per_request           Local Memory Store Transactions Per Request    0.000000    0.000000    0.000000
          1              gld_transactions_per_request                  Global Load Transactions Per Request   18.000000   18.000000   18.000000
          1              gst_transactions_per_request                 Global Store Transactions Per Request   32.000000   32.000000   32.000000
          1                 shared_store_transactions                             Shared Store Transactions           0           0           0
          1                  shared_load_transactions                              Shared Load Transactions           0           0           0
          1                   local_load_transactions                               Local Load Transactions           0           0           0
          1                  local_store_transactions                              Local Store Transactions           0           0           0
          1                          gld_transactions                              Global Load Transactions    28776600    28776600    28776600
          1                          gst_transactions                             Global Store Transactions      341056      341056      341056
          1                  sysmem_read_transactions                       System Memory Read Transactions           0           0           0
          1                 sysmem_write_transactions                      System Memory Write Transactions           5           5           5
          1                      l2_read_transactions                                  L2 Read Transactions    14388332    14388332    14388332
          1                     l2_write_transactions                                 L2 Write Transactions      341069      341069      341069
          1                           global_hit_rate                     Global Hit Rate in unified l1/tex      50.00%      50.00%      50.00%
          1                            local_hit_rate                                        Local Hit Rate       0.00%       0.00%       0.00%
          1                  gld_requested_throughput                      Requested Global Load Throughput  18.313GB/s  18.313GB/s  18.313GB/s
          1                  gst_requested_throughput                     Requested Global Store Throughput  444.52MB/s  444.52MB/s  444.52MB/s
          1                            gld_throughput                                Global Load Throughput  146.51GB/s  146.51GB/s  146.51GB/s
          1                            gst_throughput                               Global Store Throughput  3.4728GB/s  3.4728GB/s  3.4728GB/s
          1                     local_memory_overhead                                 Local Memory Overhead       0.00%       0.00%       0.00%
          1                        tex_cache_hit_rate                                Unified Cache Hit Rate      49.41%      49.41%      49.41%
          1                      l2_tex_read_hit_rate                           L2 Hit Rate (Texture Reads)      99.94%      99.94%      99.94%
          1                     l2_tex_write_hit_rate                          L2 Hit Rate (Texture Writes)      59.30%      59.30%      59.30%
          1                      tex_cache_throughput                              Unified Cache Throughput  65.115GB/s  65.115GB/s  65.115GB/s
